Group_name 	 Atlas_name 	 Plates 	 Region
Hypothalamus-R 	 - 	 - 	 PaV-R
Thalamus 	 - 	 - 	 PaXi
Thalamus-L 	 - 	 - 	 PaXi-L
Thalamus-R 	 - 	 - 	 PaXi-R
Hypothalamus 	 - 	 - 	 PeFLH
Hypothalamus-L 	 - 	 - 	 PeFLH-L
Hypothalamus-R 	 - 	 - 	 PeFLH-R
PiriformCtx 	 - 	 - 	 Pir1
PiriformCtx-L 	 - 	 - 	 Pir1-L
PiriformCtx-R 	 - 	 - 	 Pir1-R
PiriformCtx 	 - 	 - 	 Pir2
PiriformCtx-L 	 - 	 - 	 Pir2-L
PiriformCtx-R 	 - 	 - 	 Pir2-R
PiriformCtx 	 - 	 - 	 Pir3
PiriformCtx-L 	 - 	 - 	 Pir3-L
PiriformCtx-R 	 - 	 - 	 Pir3-R
PAG 	 - 	 - 	 PlPAG
Thalamus 	 - 	 - 	 Po
Thalamus-L 	 - 	 - 	 Po-L
Thalamus-R 	 - 	 - 	 Po-R
DentateGyrus 	 - 	 - 	 PoDG
DentateGyrus-L 	 - 	 - 	 PoDG-L
DentateGyrus-R 	 - 	 - 	 PoDG-R
Thalamus 	 - 	 - 	 PoM
Thalamus 	 - 	 - 	 PrC
Thalamus-L 	 - 	 - 	 PrC-L
Thalamus-R 	 - 	 - 	 PrC-R
LimbicCtx 	 - 	 - 	 PrL
LimbicCtx-L 	 - 	 - 	 PrL-L
LimbicCtx-R 	 - 	 - 	 PrL-R
ParietalCtx 	 - 	 - 	 PtPD
ParietalCtx-L 	 - 	 - 	 PtPD-L
ParietalCtx-R 	 - 	 - 	 PtPD-R
ParietalCtx 	 - 	 - 	 PtPR
ParietalCtx-L 	 - 	 - 	 PtPR-L
ParietalCtx-R 	 - 	 - 	 PtPR-R
CA1 	 - 	 - 	 PyCA1
CA1-L 	 - 	 - 	 PyCA1-L
CA1-R 	 - 	 - 	 PyCA1-R
CA2 	 - 	 - 	 PyCA2
CA2-L 	 - 	 - 	 PyCA2-L
CA2-R 	 - 	 - 	 PyCA2-R
CA3 	 - 	 - 	 PyCA3
CA3-L 	 - 	 - 	 PyCA3-L
CA3-R 	 - 	 - 	 PyCA3-R
RetrosplenialCtx 	 - 	 - 	 RSD
RetrosplenialCtx-L 	 - 	 - 	 RSD-L
RetrosplenialCtx-R 	 - 	 - 	 RSD-R
RetrosplenialCtx 	 - 	 - 	 RSGa
RetrosplenialCtx-L 	 - 	 - 	 RSGa-L
RetrosplenialCtx-R 	 - 	 - 	 RSGa-R
RetrosplenialCtx 	 - 	 - 	 RSGb
RetrosplenialCtx-L 	 - 	 - 	 RSGb-L
RetrosplenialCtx-R 	 - 	 - 	 RSGb-R
RetrosplenialCtx 	 - 	 - 	 RSGc
RetrosplenialCtx-L 	 - 	 - 	 RSGc-L
RetrosplenialCtx-R 	 - 	 - 	 RSGc-R
CA1 	 - 	 - 	 Rad
CA2 	 - 	 - 	 Rad
CA3 	 - 	 - 	 Rad
CA1-L 	 - 	 - 	 Rad-L
CA2-L 	 - 	 - 	 Rad-L
CA3-L 	 - 	 - 	 Rad-L
CA1-R 	 - 	 - 	 Rad-R
CA2-R 	 - 	 - 	 Rad-R
CA3-R 	 - 	 - 	 Rad-R
CA1 	 - 	 - 	 RadCA1
CA1-L 	 - 	 - 	 RadCA1-L
CA1-R 	 - 	 - 	 RadCA1-R
CA2 	 - 	 - 	 RadCA2
CA2-L 	 - 	 - 	 RadCA2-L
CA2-R 	 - 	 - 	 RadCA2-R
CA3 	 - 	 - 	 RadCA3
CA3-L 	 - 	 - 	 RadCA3-L
CA3-R 	 - 	 - 	 RadCA3-R
Thalamus 	 - 	 - 	 Re
Thalamus 	 - 	 - 	 Re
Thalamus-L 	 - 	 - 	 Re-L
Thalamus-R 	 - 	 - 	 Re-R
Thalamus 	 - 	 - 	 Rh
Thalamus 	 - 	 - 	 Rt
Thalamus-L 	 - 	 - 	 Rt-L
Thalamus-R 	 - 	 - 	 Rt-R
SomatoSensoryCtx 	 - 	 - 	 S1
SomatoSensoryCtx-L 	 - 	 - 	 S1-L
SomatoSensoryCtx-R 	 - 	 - 	 S1-R
SomatoSensoryCtx 	 - 	 - 	 S1BF
SomatoSensoryCtx-L 	 - 	 - 	 S1BF-L
SomatoSensoryCtx-R 	 - 	 - 	 S1BF-R
SomatoSensoryCtx 	 - 	 - 	 S1DZ
SomatoSensoryCtx-L 	 - 	 - 	 S1DZ-L
SomatoSensoryCtx-R 	 - 	 - 	 S1DZ-R
SomatoSensoryCtx 	 - 	 - 	 S1DZO
SomatoSensoryCtx-L 	 - 	 - 	 S1DZO-L
SomatoSensoryCtx-R 	 - 	 - 	 S1DZO-R
SomatoSensoryCtx 	 - 	 - 	 S1FL
SomatoSensoryCtx-L 	 - 	 - 	 S1FL-L
SomatoSensoryCtx-R 	 - 	 - 	 S1FL-R
SomatoSensoryCtx 	 - 	 - 	 S1HL
SomatoSensoryCtx-L 	 - 	 - 	 S1HL-L
SomatoSensoryCtx-R 	 - 	 - 	 S1HL-R
SomatoSensoryCtx 	 - 	 - 	 S1J
SomatoSensoryCtx-L 	 - 	 - 	 S1J-L
SomatoSensoryCtx-R 	 - 	 - 	 S1J-R
SomatoSensoryCtx 	 - 	 - 	 S1Sh
SomatoSensoryCtx-L 	 - 	 - 	 S1Sh-L
SomatoSensoryCtx-R 	 - 	 - 	 S1Sh-R
SomatoSensoryCtx 	 - 	 - 	 S1Tr
SomatoSensoryCtx-L 	 - 	 - 	 S1Tr-L
SomatoSensoryCtx-R 	 - 	 - 	 S1Tr-R
SomatoSensoryCtx 	 - 	 - 	 S1ULp
SomatoSensoryCtx-L 	 - 	 - 	 S1ULp-L
SomatoSensoryCtx-R 	 - 	 - 	 S1ULp-R
SomatoSensoryCtx 	 - 	 - 	 S2
SomatoSensoryCtx-L 	 - 	 - 	 S2-L
SomatoSensoryCtx-R 	 - 	 - 	 S2-R
SeptalNuclei 	 - 	 - 	 SFi
SeptalNuclei 	 - 	 - 	 SFi
SeptalNuclei-L 	 - 	 - 	 SFi-L
SeptalNuclei-R 	 - 	 - 	 SFi-R
GeniculateNuclei 	 - 	 - 	 SG
GeniculateNuclei-L 	 - 	 - 	 SG-L
GeniculateNuclei-R 	 - 	 - 	 SG-R
SeptalNuclei 	 - 	 - 	 SHi
SeptalNuclei-L 	 - 	 - 	 SHi-L
SeptalNuclei-R 	 - 	 - 	 SHi-R
SeptalNuclei 	 - 	 - 	 SHy
SeptalNuclei-L 	 - 	 - 	 SHy-L
SeptalNuclei-R 	 - 	 - 	 SHy-R
CA1 	 - 	 - 	 SLu
CA2 	 - 	 - 	 SLu
CA3 	 - 	 - 	 SLu
CA1-L 	 - 	 - 	 SLu-L
CA2-L 	 - 	 - 	 SLu-L
CA3-L 	 - 	 - 	 SLu-L
CA1-R 	 - 	 - 	 SLu-R
CA2-R 	 - 	 - 	 SLu-R
CA3-R 	 - 	 - 	 SLu-R
MammillaryNuclei 	 - 	 - 	 SMT
MammillaryNuclei-L 	 - 	 - 	 SMT-L
MammillaryNuclei-R 	 - 	 - 	 SMT-R
SubstantiaNigra 	 - 	 - 	 SNCD
SubstantiaNigra-L 	 - 	 - 	 SNCD-L
SubstantiaNigra-R 	 - 	 - 	 SNCD-R
SubstantiaNigra 	 - 	 - 	 SNCM
SubstantiaNigra-L 	 - 	 - 	 SNCM-L
SubstantiaNigra-R 	 - 	 - 	 SNCM-R
SubstantiaNigra 	 - 	 - 	 SNCV
SubstantiaNigra-L 	 - 	 - 	 SNCV-L
SubstantiaNigra-R 	 - 	 - 	 SNCV-R
SubstantiaNigra 	 - 	 - 	 SNL
SubstantiaNigra-L 	 - 	 - 	 SNL-L
SubstantiaNigra-R 	 - 	 - 	 SNL-R
SubstantiaNigra 	 - 	 - 	 SNR
SubstantiaNigra-L 	 - 	 - 	 SNR-L
SubstantiaNigra-R 	 - 	 - 	 SNR-R
Hypothalamus 	 - 	 - 	 SPa
Hypothalamus-L 	 - 	 - 	 SPa-L
Hypothalamus-R 	 - 	 - 	 SPa-R
AnteriorAmygdala 	 - 	 - 	 STIA
AnteriorAmygdala-L 	 - 	 - 	 STIA-L
AnteriorAmygdala-R 	 - 	 - 	 STIA-R
Hypothalamus 	 - 	 - 	 Stg
Hypothalamus-L 	 - 	 - 	 Stg-L
Hypothalamus-R 	 - 	 - 	 Stg-R
SuperiorColliculus 	 - 	 - 	 SuG
SuperiorColliculus-L 	 - 	 - 	 SuG-L
SuperiorColliculus-R 	 - 	 - 	 SuG-R
MammillaryNuclei 	 - 	 - 	 SuM
MammillaryNuclei 	 - 	 - 	 SuML
MammillaryNuclei 	 - 	 - 	 SuMM
Thalamus 	 - 	 - 	 Sub
Thalamus-L 	 - 	 - 	 Sub-L
Thalamus-R 	 - 	 - 	 Sub-R
Thalamus 	 - 	 - 	 SubD
Thalamus-L 	 - 	 - 	 SubD-L
Thalamus-R 	 - 	 - 	 SubD-R
GeniculateNuclei 	 - 	 - 	 SubG
GeniculateNuclei-L 	 - 	 - 	 SubG-L
GeniculateNuclei-R 	 - 	 - 	 SubG-R
Thalamus 	 - 	 - 	 SubV
Thalamus-L 	 - 	 - 	 SubV-L
Thalamus-R 	 - 	 - 	 SubV-R
SeptalNuclei 	 - 	 - 	 TS
SeptalNuclei-L 	 - 	 - 	 TS-L
SeptalNuclei-R 	 - 	 - 	 TS-R
Hypothalamus 	 - 	 - 	 Te
Hypothalamus-L 	 - 	 - 	 Te-L
Hypothalamus-R 	 - 	 - 	 Te-R
Hypothalamus 	 - 	 - 	 TuLH
Hypothalamus-L 	 - 	 - 	 TuLH-L
Hypothalamus-R 	 - 	 - 	 TuLH-R
VisualCtx 	 - 	 - 	 V1
VisualCtx-L 	 - 	 - 	 V1-L
VisualCtx-R 	 - 	 - 	 V1-R
VisualCtx 	 - 	 - 	 V1B
VisualCtx-L 	 - 	 - 	 V1B-L
VisualCtx-R 	 - 	 - 	 V1B-R
VisualCtx 	 - 	 - 	 V1M
VisualCtx-L 	 - 	 - 	 V1M-L
VisualCtx-R 	 - 	 - 	 V1M-R
VisualCtx 	 - 	 - 	 V2L
VisualCtx-L 	 - 	 - 	 V2L-L
VisualCtx-R 	 - 	 - 	 V2L-R
VisualCtx 	 - 	 - 	 V2ML
VisualCtx-L 	 - 	 - 	 V2ML-L
VisualCtx-R 	 - 	 - 	 V2ML-R
VisualCtx 	 - 	 - 	 V2MM
VisualCtx-L 	 - 	 - 	 V2MM-L
VisualCtx-R 	 - 	 - 	 V2MM-R
Thalamus 	 - 	 - 	 VA
Thalamus-L 	 - 	 - 	 VA-L
Thalamus-R 	 - 	 - 	 VA-R
Thalamus 	 - 	 - 	 VAVL
Thalamus-L 	 - 	 - 	 VAVL-L
Thalamus-R 	 - 	 - 	 VAVL-R
GeniculateNuclei 	 - 	 - 	 VG
GeniculateNuclei-L 	 - 	 - 	 VG-L
GeniculateNuclei-R 	 - 	 - 	 VG-R
GeniculateNuclei 	 - 	 - 	 VG1
GeniculateNuclei-L 	 - 	 - 	 VG1-L
GeniculateNuclei-R 	 - 	 - 	 VG1-R
GeniculateNuclei 	 - 	 - 	 VG2
GeniculateNuclei-L 	 - 	 - 	 VG2-L
GeniculateNuclei-R 	 - 	 - 	 VG2-R
GeniculateNuclei 	 - 	 - 	 VG3
GeniculateNuclei-L 	 - 	 - 	 VG3-L
GeniculateNuclei-R 	 - 	 - 	 VG3-R
Thalamus 	 - 	 - 	 VL
Thalamus-L 	 - 	 - 	 VL-L
Thalamus-R 	 - 	 - 	 VL-R
Hypothalamus 	 - 	 - 	 VLH
Hypothalamus-L 	 - 	 - 	 VLH-L
Hypothalamus-R 	 - 	 - 	 VLH-R
PAG 	 - 	 - 	 VLPAG
PAG 	 - 	 - 	 VLPAG
PAG-L 	 - 	 - 	 VLPAG-L
PAG-R 	 - 	 - 	 VLPAG-R
PreopticArea 	 - 	 - 	 VLPO
PreopticArea-L 	 - 	 - 	 VLPO-L
PreopticArea-R 	 - 	 - 	 VLPO-R
Thalamus 	 - 	 - 	 VM
Thalamus-L 	 - 	 - 	 VM-L
Thalamus-R 	 - 	 - 	 VM-R
Hypothalamus 	 - 	 - 	 VMH
Hypothalamus-L 	 - 	 - 	 VMH-L
Hypothalamus-R 	 - 	 - 	 VMH-R
Hypothalamus 	 - 	 - 	 VMHC
Hypothalamus-L 	 - 	 - 	 VMHC-L
Hypothalamus-R 	 - 	 - 	 VMHC-R
Hypothalamus 	 - 	 - 	 VMHDM
Hypothalamus-L 	 - 	 - 	 VMHDM-L
Hypothalamus-R 	 - 	 - 	 VMHDM-R
Hypothalamus 	 - 	 - 	 VMHSh
Hypothalamus-L 	 - 	 - 	 VMHSh-L
Hypothalamus-R 	 - 	 - 	 VMHSh-R
Hypothalamus 	 - 	 - 	 VMHVL
Hypothalamus-L 	 - 	 - 	 VMHVL-L
Hypothalamus-R 	 - 	 - 	 VMHVL-R
PreopticArea 	 - 	 - 	 VMPO
PreopticArea-L 	 - 	 - 	 VMPO-L
PreopticArea-R 	 - 	 - 	 VMPO-R
OrbitalCtx 	 - 	 - 	 VO
OrbitalCtx-L 	 - 	 - 	 VO-L
OrbitalCtx-R 	 - 	 - 	 VO-R
BasalGanglia 	 - 	 - 	 VP
BasalGanglia-L 	 - 	 - 	 VP-L
BasalGanglia-R 	 - 	 - 	 VP-R
Thalamus 	 - 	 - 	 VPL
Thalamus-L 	 - 	 - 	 VPL-L
Thalamus-R 	 - 	 - 	 VPL-R
Thalamus 	 - 	 - 	 VPM
Thalamus-L 	 - 	 - 	 VPM-L
Thalamus-R 	 - 	 - 	 VPM-R
Thalamus 	 - 	 - 	 VPPC
Thalamus-L 	 - 	 - 	 VPPC-L
Thalamus-R 	 - 	 - 	 VPPC-R
Thalamus 	 - 	 - 	 VRe
Thalamus-L 	 - 	 - 	 VRe-L
Thalamus-R 	 - 	 - 	 VRe-R
MammillaryNuclei 	 - 	 - 	 VTM
MammillaryNuclei-L 	 - 	 - 	 VTM-L
MammillaryNuclei-R 	 - 	 - 	 VTM-R
Thalamus 	 - 	 - 	 Xi
ZonaIncerta 	 - 	 - 	 ZI
ZonaIncerta-L 	 - 	 - 	 ZI-L
ZonaIncerta-R 	 - 	 - 	 ZI-R
ZonaIncerta 	 - 	 - 	 ZIC
ZonaIncerta-L 	 - 	 - 	 ZIC-L
ZonaIncerta-R 	 - 	 - 	 ZIC-R
ZonaIncerta 	 - 	 - 	 ZID
ZonaIncerta-L 	 - 	 - 	 ZID-L
ZonaIncerta-R 	 - 	 - 	 ZID-R
ZonaIncerta 	 - 	 - 	 ZIR
ZonaIncerta-L 	 - 	 - 	 ZIR-L
ZonaIncerta-R 	 - 	 - 	 ZIR-R
ZonaIncerta 	 - 	 - 	 ZIV
ZonaIncerta-L 	 - 	 - 	 ZIV-L
ZonaIncerta-R 	 - 	 - 	 ZIV-R
SuperiorColliculus 	 - 	 - 	 Zo
SuperiorColliculus-L 	 - 	 - 	 Zo-L
SuperiorColliculus-R 	 - 	 - 	 Zo-R
Vessels 	 - 	 - 	 acer
Vessels-L 	 - 	 - 	 acer-L
Vessels-R 	 - 	 - 	 acer-R
Vessels 	 - 	 - 	 ach
Vessels-L 	 - 	 - 	 ach-L
Vessels-R 	 - 	 - 	 ach-R
Vessels 	 - 	 - 	 anteriorvessel
Vessels 	 - 	 - 	 azac
Vessels 	 - 	 - 	 basalvessel
Vessels-L 	 - 	 - 	 basalvessel-L
Vessels-R 	 - 	 - 	 basalvessel-R
SuperiorColliculus 	 - 	 - 	 bsc
SuperiorColliculus-L 	 - 	 - 	 bsc-L
SuperiorColliculus-R 	 - 	 - 	 bsc-R
Ventricles 	 - 	 - 	 chp
Ventricles 	 - 	 - 	 chp
Ventricles-L 	 - 	 - 	 chp-L
Ventricles-R 	 - 	 - 	 chp-R
SuperiorColliculus 	 - 	 - 	 csc
Vessels 	 - 	 - 	 lhia
Vessels-L 	 - 	 - 	 lhia-L
Vessels-R 	 - 	 - 	 lhia-R
Vessels 	 - 	 - 	 lowervessel
Vessels 	 - 	 - 	 mcer
Vessels 	 - 	 - 	 mcer
Vessels-L 	 - 	 - 	 mcer-L
Vessels-R 	 - 	 - 	 mcer-R
MammillaryNuclei 	 - 	 - 	 mp
MammillaryNuclei-L 	 - 	 - 	 mp-L
MammillaryNuclei-R 	 - 	 - 	 mp-R
MammillaryNuclei 	 - 	 - 	 mt
MammillaryNuclei-L 	 - 	 - 	 mt-L
MammillaryNuclei-R 	 - 	 - 	 mt-R
PAG 	 - 	 - 	 p1PAG
PAG 	 - 	 - 	 p1PAG
PAG-L 	 - 	 - 	 p1PAG-L
PAG-R 	 - 	 - 	 p1PAG-R
MammillaryNuclei 	 - 	 - 	 pm
MammillaryNuclei-L 	 - 	 - 	 pm-L
MammillaryNuclei-R 	 - 	 - 	 pm-R
Vessels 	 - 	 - 	 sinus
Thalamus 	 - 	 - 	 sm
Thalamus-L 	 - 	 - 	 sm-L
Thalamus-R 	 - 	 - 	 sm-R
Vessels 	 - 	 - 	 uppervessel
Vessels 	 - 	 - 	 vessel
Vessels-L 	 - 	 - 	 vessel-L
Vessels-R 	 - 	 - 	 vessel-R
